filename,width,height,class,xmin,ymin,xmax,ymax
armas (2641),160,120,pistol,2,1,155,119
armas (2642),160,120,pistol,1,1,154,115
armas (2643),160,120,pistol,1,1,158,119
armas (2644),160,120,pistol,4,2,157,118
armas (2645),160,120,pistol,2,4,158,117
armas (2646),160,120,pistol,7,13,152,94
armas (2647),160,120,pistol,3,3,153,112
armas (2648),160,120,pistol,5,1,155,118
armas (2649),160,120,pistol,3,1,156,119
armas (2650),160,120,pistol,11,11,148,117
armas (2651),160,120,pistol,2,3,158,116
armas (2652),160,120,pistol,2,4,157,119
armas (2653),160,120,pistol,2,5,155,115
armas (2654),160,120,pistol,11,7,155,113
armas (2655),160,120,pistol,2,2,153,116
armas (2656),160,120,pistol,2,3,158,118
armas (2657),160,120,pistol,5,3,155,116
armas (2658),160,120,pistol,4,3,157,116
armas (2659),160,120,pistol,2,1,157,119
armas (2660),160,120,pistol,1,1,157,114
armas (2661),160,120,pistol,1,3,158,119
armas (2662),160,120,pistol,2,2,157,117
armas (2663),160,120,pistol,1,1,154,118
armas (2664),160,120,pistol,3,3,157,116
armas (2665),160,120,pistol,4,2,157,116
armas (2666),160,120,pistol,4,3,157,117
armas (2667),160,120,pistol,4,1,157,117
armas (2668),160,120,pistol,4,2,154,119
armas (2669),160,120,pistol,1,2,158,115
armas (2670),160,120,pistol,2,1,157,116
armas (2671),160,120,pistol,1,3,158,115
armas (2672),160,120,pistol,2,1,157,120
armas (2673),160,120,pistol,3,1,158,115
armas (2674),160,120,pistol,4,4,156,120
armas (2675),160,120,pistol,1,1,158,120
armas (2676),160,120,pistol,2,1,156,119
armas (2677),160,120,pistol,1,3,157,115
armas (2678),160,120,pistol,1,1,156,116
armas (2679),160,120,pistol,1,1,157,119
armas (2680),160,120,pistol,2,1,156,115
armas (2681),160,120,pistol,2,3,156,114
armas (2682),160,120,pistol,1,2,157,118
armas (2683),160,120,pistol,1,1,157,118
armas (2684),160,120,pistol,2,1,155,116
armas (2685),160,120,pistol,2,2,157,116
armas (2686),160,120,pistol,4,6,152,114
armas (2687),160,120,pistol,2,3,153,113
armas (2688),160,120,pistol,4,4,154,113
armas (2689),160,120,pistol,1,1,154,115
armas (2690),160,120,pistol,2,3,157,113
armas (2691),160,120,pistol,2,1,155,116
armas (2692),160,120,pistol,3,1,157,117
armas (2693),160,120,pistol,1,2,158,116
armas (2694),160,120,pistol,6,12,153,103
armas (2695),160,120,pistol,4,2,154,118
armas (2696),160,120,pistol,1,1,157,119
armas (2697),160,120,pistol,2,1,158,118
armas (2698),160,120,pistol,1,1,155,117
armas (2699),160,120,pistol,7,7,154,113
armas (2700),160,120,pistol,2,1,157,116
armas (2701),160,120,pistol,3,1,157,117
armas (2702),160,120,pistol,4,2,155,116
armas (2703),160,120,pistol,1,3,155,118
armas (2704),160,120,pistol,3,1,160,117
armas (2705),160,120,pistol,3,1,157,117
armas (2706),160,120,pistol,1,3,157,114
armas (2707),160,120,pistol,2,2,157,116
armas (2708),160,120,pistol,1,1,157,115
armas (2709),160,120,pistol,2,2,155,115
armas (2710),160,120,pistol,1,2,156,118
armas (2711),160,120,pistol,3,3,157,116
armas (2712),160,120,pistol,1,3,157,115
armas (2713),160,120,pistol,2,2,155,115
armas (2714),160,120,pistol,1,1,155,115
armas (2715),160,120,pistol,2,1,156,117
armas (2716),160,120,pistol,5,4,152,110
armas (2717),160,120,pistol,2,2,155,118
armas (2718),160,120,pistol,2,1,158,115
armas (2719),160,120,pistol,2,1,157,116
armas (2720),160,120,pistol,1,2,154,112
armas (2721),160,120,pistol,2,1,157,115
armas (2722),160,120,pistol,10,3,154,115
armas (2723),160,120,pistol,1,1,156,118
armas (2724),160,120,pistol,4,2,155,113
armas (2725),160,120,pistol,4,2,158,112
armas (2726),160,120,pistol,1,2,158,114
armas (2727),160,120,pistol,2,3,157,115
armas (2728),160,120,pistol,3,1,158,116
armas (2729),160,120,pistol,4,1,157,116
armas (2730),160,120,pistol,4,1,156,116
armas (2731),160,120,pistol,4,3,157,106
armas (2732),160,120,pistol,4,5,155,119
armas (2733),160,120,pistol,4,3,157,115
armas (2734),160,120,pistol,7,14,156,114
armas (2735),160,120,pistol,5,3,158,113
armas (2736),160,120,pistol,4,3,154,114
armas (2737),160,120,pistol,2,17,158,119
armas (2738),160,120,pistol,3,23,158,118
armas (2739),160,120,pistol,4,3,156,119
armas (2740),160,120,pistol,5,9,152,112
armas (2741),160,120,pistol,8,7,156,111
armas (2742),160,120,pistol,4,4,156,115
armas (2743),160,120,pistol,8,11,151,111
armas (2744),160,120,pistol,1,3,155,116
armas (2745),160,120,pistol,1,1,157,120
armas (2746),160,120,pistol,3,1,156,116
armas (2747),160,120,pistol,2,3,156,117
armas (2748),160,120,pistol,3,4,152,115
armas (2749),160,120,pistol,2,3,157,115
armas (2750),160,120,pistol,4,1,154,114
armas (2751),160,120,pistol,4,1,155,112
armas (2752),160,120,pistol,15,9,141,109
armas (2753),160,120,pistol,2,1,156,114
armas (2754),160,120,pistol,9,37,149,103
armas (2755),160,120,pistol,1,3,158,117
armas (2756),160,120,pistol,1,1,152,115
armas (2757),160,120,pistol,2,1,157,117
armas (2758),160,120,pistol,2,3,159,117
armas (2759),160,120,pistol,5,3,159,119
armas (2760),160,120,pistol,4,2,155,119
armas (2761),160,120,pistol,1,1,158,118
armas (2762),160,120,pistol,3,2,158,116
armas (2763),160,120,pistol,2,1,152,114
armas (2764),160,120,pistol,3,1,155,118
armas (2765),160,120,pistol,1,3,155,114
armas (2766),160,120,pistol,2,2,157,115
armas (2767),160,120,pistol,4,3,154,117
armas (2768),160,120,pistol,3,1,156,117
armas (2769),160,120,pistol,6,1,156,114
armas (2770),160,120,pistol,3,1,155,113
armas (2771),160,120,pistol,2,3,157,117
armas (2772),160,120,pistol,3,3,155,115
armas (2773),160,120,pistol,4,5,157,116
armas (2774),160,120,pistol,2,3,157,118
armas (2775),160,120,pistol,2,3,159,118
armas (2776),160,120,pistol,2,1,155,115
armas (2777),160,120,pistol,1,1,157,117
armas (2778),160,120,pistol,5,2,152,115
armas (2779),590,300,pistol,105,11,480,295
armas (2780),300,188,pistol,21,5,276,144
armas (2781),634,350,pistol,196,154,282,226
armas (2782),267,400,pistol,40,60,95,144
armas (2783),299,400,pistol,8,281,62,362
armas (2784),400,258,pistol,5,8,390,252
armas (2785),400,320,pistol,17,23,387,293
armas (2786),495,464,pistol,141,144,189,244
armas (2787),440,505,pistol,14,22,427,494
armas (2788),500,334,pistol,169,275,275,333
armas (2789),299,450,pistol,36,212,102,350
armas (2790),600,338,pistol,271,126,553,301
armas (2791),600,251,pistol,267,113,367,251
armas (2792),600,480,pistol,148,247,251,370
armas (2793),600,251,pistol,194,178,251,228
armas (2793),600,251,pistol,221,201,278,244
armas (2793),600,251,pistol,160,153,217,197
armas (2794),600,423,pistol,201,51,389,421
armas (2795),600,399,pistol,278,12,517,346
armas (2796),601,331,pistol,6,71,163,207
armas (2797),601,255,pistol,178,1,365,226
armas (2798),700,572,pistol,469,124,625,366
armas (2799),640,347,pistol,228,98,497,274
armas (2800),300,450,pistol,180,164,222,219
armas (2801),366,450,pistol,26,75,82,116
armas (2802),299,450,pistol,99,185,228,409
armas (2803),300,450,pistol,35,61,108,142
armas (2804),450,299,pistol,112,28,403,194
armas (2805),450,299,pistol,88,106,197,231
armas (2806),450,321,pistol,137,46,442,266
armas (2807),300,450,pistol,76,161,224,354
armas (2808),300,450,pistol,51,28,229,428
armas (2809),961,606,pistol,160,286,574,604
armas (2810),728,546,pistol,223,202,318,274
armas (2811),728,546,pistol,204,43,429,357
armas (2812),728,546,pistol,151,71,218,127
armas (2812),728,546,pistol,420,357,490,410
armas (2812),728,546,pistol,493,82,540,132
armas (2813),728,546,pistol,237,327,407,504
armas (2814),320,241,pistol,5,16,304,233
armas (2815),259,194,pistol,730,290,758,338
armas (2815),259,194,pistol,36,39,216,186
armas (2816),600,366,pistol,26,20,578,343
armas (2817),920,536,pistol,768,362,806,421
armas (2818),284,178,pistol,7,6,278,160
armas (2819),896,920,pistol,113,375,756,625
armas (2820),920,588,pistol,144,285,203,392
armas (2821),960,540,pistol,560,153,631,300
armas (2822),1024,682,pistol,525,508,963,681
armas (2822),1024,682,pistol,202,339,425,512
armas (2822),1024,682,pistol,460,281,633,477
armas (2822),1024,682,pistol,667,316,848,462
armas (2822),1024,682,pistol,867,350,990,496
armas (2822),1024,682,pistol,1,362,137,518
armas (2822),1024,682,pistol,29,181,190,327
armas (2822),1024,682,pistol,302,181,387,312
armas (2822),1024,682,pistol,463,16,594,127
armas (2822),1024,682,pistol,310,62,390,119
armas (2823),400,267,pistol,12,11,376,250
armas (2824),478,324,pistol,178,77,456,236
armas (2825),259,194,pistol,6,15,244,175
armas (2826),630,355,pistol,74,48,583,328
armas (2827),800,556,pistol,24,19,743,281
armas (2828),661,496,pistol,144,216,393,457
armas (2828),661,496,pistol,261,39,542,222
armas (2828),661,496,pistol,301,190,630,418
armas (2829),1055,1390,pistol,515,243,560,320
armas (2830),400,300,pistol,83,104,135,168
armas (2831),1200,800,pistol,553,302,833,511
armas (2832),504,311,pistol,7,1,502,179
armas (2833),958,1114,pistol,258,253,669,887
armas (2834),958,805,pistol,129,261,681,574
armas (2835),393,590,pistol,233,446,329,518
armas (2835),393,590,pistol,297,445,369,495
armas (2835),393,590,pistol,21,132,89,182
armas (2835),393,590,pistol,125,133,188,172
armas (2835),393,590,pistol,233,15,272,67
armas (2836),1200,600,pistol,426,27,785,495
armas (2837),634,567,pistol,242,315,374,468
armas (2838),634,420,pistol,437,223,477,245
armas (2839),800,480,pistol,142,49,750,465
armas (2840),1280,720,pistol,108,35,1184,508
armas (2841),592,265,pistol,77,9,510,188
armas (2842),620,320,pistol,124,171,250,253
armas (2843),1920,1080,pistol,1369,295,1691,703
armas (2844),660,505,pistol,9,17,649,501
armas (2845),2250,1478,pistol,865,359,1071,521
armas (2846),969,606,pistol,586,307,700,498
armas (2847),590,421,pistol,19,68,572,383
armas (2848),590,420,pistol,16,161,268,311
armas (2848),590,420,pistol,421,138,589,396
armas (2848),590,420,pistol,30,51,328,126
armas (2848),590,420,pistol,1,20,267,79
armas (2849),590,421,pistol,103,140,376,397
armas (2850),1154,1154,pistol,69,323,656,908
armas (2851),577,812,pistol,223,365,272,425
armas (2852),808,606,pistol,290,101,787,386
armas (2852),808,606,pistol,44,213,490,489
armas (2853),400,267,pistol,123,17,248,232
armas (2854),940,627,pistol,211,47,921,604
armas (2855),648,486,pistol,39,36,610,458
armas (2856),599,361,pistol,30,2,566,361
armas (2857),1300,841,pistol,417,193,1167,728
armas (2858),250,195,pistol,148,17,189,73
armas (2859),1280,720,pistol,128,5,1051,486
armas (2860),260,173,pistol,113,71,141,132
armas (2861),699,311,pistol,163,230,216,311
armas (2861),699,311,pistol,1,196,40,277
armas (2862),650,366,pistol,379,164,418,223
armas (2863),450,300,pistol,75,55,369,232
armas (2864),999,729,pistol,289,212,462,339
armas (2865),525,343,pistol,39,48,516,321
armas (2866),400,600,pistol,21,155,155,405
armas (2867),450,470,pistol,312,140,444,251
armas (2868),400,400,pistol,288,121,396,223
armas (2869),634,435,pistol,191,140,325,232
armas (2870),1280,720,pistol,570,362,770,590
armas (2871),156,235,pistol,72,106,95,155
armas (2872),400,245,pistol,11,15,372,217
armas (2873),400,270,pistol,23,17,373,253
armas (2874),168,235,pistol,129,163,164,202
armas (2875),400,259,pistol,45,12,235,164
armas (2875),400,259,pistol,169,95,367,248
armas (2876),400,282,pistol,20,76,169,264
armas (2876),400,282,pistol,241,76,394,273
armas (2877),340,227,pistol,1,16,337,168
armas (2878),1300,870,pistol,202,217,762,682
armas (2879),870,1300,pistol,300,368,756,855
armas (2880),1300,870,pistol,502,232,1152,682
armas (2881),1300,1033,pistol,807,59,982,339
armas (2882),1300,1300,pistol,367,212,517,457
armas (2883),400,400,pistol,37,21,165,206
armas (2884),866,1300,pistol,138,141,504,795
armas (2885),1300,866,pistol,177,155,727,400
armas (2886),119,168,pistol,78,63,102,101
armas (2887),866,1300,pistol,428,355,511,511
armas (2888),450,450,pistol,17,127,246,277
armas (2889),1300,911,pistol,177,293,912,753
armas (2890),1300,671,pistol,212,188,627,493
armas (2890),1300,671,pistol,662,208,1107,468
armas (2891),450,299,pistol,353,98,441,238
armas (2892),450,301,pistol,17,94,67,113
armas (2892),450,301,pistol,382,75,439,99
armas (2893),450,301,pistol,117,99,203,139
armas (2893),450,301,pistol,301,265,331,301
armas (2894),450,366,pistol,62,111,170,278
armas (2895),1300,870,pistol,422,302,752,577
armas (2896),112,168,pistol,14,85,51,149
armas (2897),640,420,pistol,394,84,611,274
armas (2898),870,1300,pistol,190,265,336,331
armas (2898),870,1300,pistol,443,661,620,885
armas (2899),1300,863,pistol,177,124,602,824
armas (2900),1300,909,pistol,97,77,652,887
armas (2901),863,1300,pistol,6,315,186,655
armas (2902),168,112,pistol,23,5,52,70
armas (2903),168,112,pistol,33,33,60,72
armas (2904),1024,538,pistol,458,67,1010,499
armas (2905),1300,1076,pistol,72,360,1047,670
armas (2906),640,360,pistol,335,169,389,210
armas (2907),112,168,pistol,68,69,94,149
armas (2908),156,235,pistol,29,73,91,159
armas (2909),1300,866,pistol,457,325,677,515
armas (2910),168,112,pistol,5,41,57,74
armas (2911),112,168,pistol,18,8,83,100
armas (2912),632,420,pistol,75,169,370,313
armas (2913),1300,865,pistol,437,75,867,585
armas (2914),450,300,pistol,160,6,368,193
armas (2915),112,168,pistol,58,63,111,113
armas (2916),865,1300,pistol,350,578,470,865
armas (2917),450,303,pistol,186,86,232,117
armas (2918),876,1300,pistol,116,568,309,698
armas (2919),168,118,pistol,37,36,76,62
armas (2919),168,118,pistol,97,38,125,59
armas (2920),168,127,pistol,123,38,155,61
armas (2920),168,127,pistol,129,54,164,81
armas (2921),1300,866,pistol,67,395,357,650
armas (2922),640,360,pistol,140,261,177,312
armas (2922),640,360,pistol,206,261,248,325
armas (2923),113,168,pistol,41,27,100,83
armas (2924),531,333,pistol,260,138,293,183
armas (2925),400,308,pistol,9,10,388,297
armas (2926),119,168,pistol,21,123,37,161
armas (2927),111,168,pistol,18,29,41,85
armas (2928),1300,866,pistol,822,155,967,350
armas (2929),749,1024,pistol,21,170,690,790
armas (2930),168,113,pistol,97,60,156,106
armas (2931),113,168,pistol,28,100,60,159
armas (2932),1280,720,pistol,242,12,1207,717
armas (2933),1300,1031,pistol,407,103,1062,958
armas (2934),450,447,pistol,170,312,277,419
armas (2935),343,450,pistol,233,91,315,178
armas (2935),343,450,pistol,33,43,122,151
armas (2936),450,420,pistol,146,83,220,190
armas (2936),450,420,pistol,329,43,406,153
armas (2937),113,168,pistol,72,41,110,122
armas (2938),1300,816,pistol,5,185,1107,816
armas (2939),1026,1300,pistol,331,416,543,552
armas (2940),450,300,pistol,86,121,220,218
armas (2941),643,360,pistol,59,27,549,288
armas (2942),553,422,pistol,213,92,269,152
armas (2943),3207,1493,pistol,234,115,3097,1452
armas (2944),1083,832,pistol,31,9,1018,809
armas (2945),400,400,pistol,23,78,396,340
armas (2946),640,380,pistol,184,52,201,86
armas (2946),640,380,pistol,501,32,530,88
armas (2947),640,380,pistol,221,69,274,96
armas (2947),640,380,pistol,470,64,489,93
armas (2948),640,457,pistol,177,280,377,449
armas (2948),640,457,pistol,62,27,370,271
armas (2949),660,283,pistol,78,15,648,257
armas (2950),256,256,pistol,16,24,242,223
armas (2951),224,224,pistol,7,72,144,170
armas (2952),225,225,pistol,77,24,213,171
armas (2953),225,225,pistol,21,53,206,185
armas (2954),1000,744,pistol,9,1,986,739
armas (2955),864,448,pistol,56,19,830,412
armas (2956),824,589,pistol,41,17,585,577
armas (2957),771,505,pistol,25,24,734,477
armas (2958),400,360,pistol,90,148,271,250
armas (2959),535,411,pistol,21,20,517,394
armas (2960),300,202,pistol,15,24,286,147
armas (2961),931,695,pistol,35,10,824,613
armas (2962),1425,725,pistol,837,181,1193,459
armas (2963),685,1024,pistol,201,463,385,618
armas (2964),569,373,pistol,9,268,124,365
armas (2965),500,199,pistol,24,7,407,185
armas (2966),396,395,pistol,53,220,329,390
armas (2967),302,167,pistol,4,1,259,167
armas (2968),246,205,pistol,114,31,142,56
armas (2969),225,225,pistol,6,53,147,150
armas (2970),434,569,pistol,224,86,409,270
armas (2971),958,415,pistol,40,5,940,390
armas (2972),1918,816,pistol,701,265,1024,634
armas (2973),1530,958,pistol,26,11,1497,946
armas (2974),640,480,pistol,291,331,355,443
armas (2975),1000,562,pistol,278,263,801,532
armas (2976),725,725,pistol,36,152,661,566
armas (2977),760,448,pistol,34,13,734,410
armas (2978),507,339,pistol,17,14,479,318
armas (2979),2000,1300,pistol,73,7,1957,1161
armas (2980),412,443,pistol,8,17,348,405
armas (2981),732,424,pistol,34,18,703,385
armas (2982),500,375,pistol,179,120,316,252
armas (2983),461,357,pistol,17,33,445,339
armas (2984),1165,518,pistol,39,34,1143,493
armas (2985),1024,576,pistol,98,206,934,534
armas (2986),343,203,pistol,21,28,327,187
armas (2987),406,245,pistol,16,126,65,166
armas (2988),815,756,pistol,30,426,268,645
armas (2989),512,512,pistol,60,6,474,500
armas (2990),648,431,pistol,125,69,485,401
armas (2991),333,500,pistol,96,402,168,496
armas (2992),450,300,pistol,263,78,317,133
armas (2993),1197,795,pistol,114,113,273,345
armas (2993),1197,795,pistol,887,236,1046,440
armas (2994),1366,768,pistol,280,76,585,712
armas (2995),452,508,pistol,100,37,211,151
armas (2996),2900,1050,pistol,100,119,2811,975
armas (2997),986,555,pistol,152,1,848,529
armas (2998),971,501,pistol,472,207,828,467
armas (2999),700,407,pistol,1,15,683,399
armas (3000),355,255,pistol,161,82,187,120
armas (3000),355,255,pistol,24,101,48,129
armas (3000),355,255,pistol,71,98,84,124
armas (3000),355,255,pistol,306,22,349,67
armas (301),750,750,pistol,67,135,683,611
armas (302),1500,1000,pistol,981,416,1068,483
armas (302),1500,1000,pistol,784,403,894,457
armas (303),440,660,pistol,231,105,347,392
armas (304),660,340,pistol,489,93,558,120
armas (305),420,315,pistol,12,25,243,226
armas (306),420,315,pistol,6,17,410,267
armas (307),750,750,pistol,40,125,698,628
armas (308),1280,960,pistol,408,722,573,960
armas (308),1280,960,pistol,901,757,1030,960
armas (309),150,180,pistol,10,13,98,176
armas (310),270,194,pistol,58,70,135,123
armas (311),270,194,pistol,55,46,107,80
armas (312),134,178,pistol,12,30,35,90
armas (313),270,194,pistol,48,53,182,111
armas (314),134,178,pistol,70,25,111,94
armas (315),270,194,pistol,16,90,98,125
armas (316),269,194,pistol,165,64,183,117
armas (317),269,194,pistol,165,36,236,155
armas (318),134,178,pistol,86,34,104,83
armas (319),251,194,pistol,99,54,132,129
armas (320),270,194,pistol,120,38,184,88
armas (321),1920,1080,pistol,474,617,779,1002
armas (322),270,194,pistol,2,16,91,156
armas (323),540,432,pistol,112,42,193,322
armas (324),208,194,pistol,154,13,195,86
armas (325),270,195,pistol,49,34,132,90
armas (326),450,284,pistol,1,72,151,166
armas (326),450,284,pistol,296,73,440,166
armas (327),300,470,pistol,31,40,121,152
armas (328),450,405,pistol,134,165,355,311
armas (329),300,470,pistol,3,195,196,377
armas (330),300,470,pistol,121,93,278,357
armas (331),298,470,pistol,130,206,160,267
armas (332),303,470,pistol,43,199,104,246
armas (333),450,320,pistol,42,79,414,226
armas (334),450,320,pistol,27,10,439,294
armas (335),379,470,pistol,274,63,316,202
armas (336),450,318,pistol,260,13,306,192
armas (337),450,357,pistol,5,17,443,318
armas (338),299,470,pistol,68,233,93,282
armas (339),330,470,pistol,13,60,62,97
armas (340),450,386,pistol,45,65,404,315
armas (341),450,370,pistol,115,106,170,206
armas (342),286,470,pistol,30,62,226,357
armas (343),632,480,pistol,398,294,440,366
armas (344),1080,1024,pistol,762,307,1056,572
armas (345),300,300,pistol,6,64,296,254
armas (346),256,171,pistol,61,34,81,55
armas (347),500,350,pistol,325,49,456,206
armas (348),615,409,pistol,148,165,222,215
armas (349),992,427,pistol,633,160,852,323
armas (350),640,480,pistol,554,333,584,377
armas (351),1400,856,pistol,80,260,319,441
armas (352),1920,1200,pistol,100,475,636,922
armas (353),1100,647,pistol,2,17,1099,646
armas (354),661,496,pistol,227,196,278,310
armas (355),400,260,pistol,1,1,394,252
armas (356),1280,853,pistol,110,60,1195,852
armas (357),450,320,pistol,195,101,353,204
armas (358),640,447,pistol,68,3,430,427
armas (359),581,329,pistol,77,60,444,228
armas (360),661,496,pistol,30,261,198,494
armas (361),640,956,pistol,25,206,609,549
armas (362),750,471,pistol,10,19,716,436
armas (363),1000,678,pistol,36,40,978,663
armas (364),425,283,pistol,2,35,95,161
armas (365),640,427,pistol,125,26,330,212
armas (366),986,900,pistol,235,418,309,551
armas (367),640,480,pistol,111,81,330,429
armas (368),626,455,pistol,180,154,238,228
armas (369),346,540,pistol,141,227,182,330
armas (370),800,430,pistol,410,34,522,398
armas (371),460,502,pistol,82,91,244,172
armas (372),410,227,pistol,58,138,146,227
armas (373),620,350,pistol,229,29,450,343
armas (374),2762,1921,pistol,864,266,1764,1154
armas (375),800,556,pistol,268,58,522,331
armas (376),630,703,pistol,30,364,154,514
armas (376),630,703,pistol,499,419,592,638
armas (376),630,703,pistol,454,233,528,350
armas (376),630,703,pistol,275,131,404,302
armas (376),630,703,pistol,216,171,287,324
armas (377),600,248,pistol,348,25,389,72
armas (378),800,531,pistol,25,21,537,400
armas (379),600,480,pistol,60,143,178,295
armas (380),299,450,pistol,80,73,133,186
armas (381),450,267,pistol,76,8,388,234
armas (382),660,399,pistol,73,35,233,228
armas (383),1200,647,pistol,25,16,1065,589
armas (384),1600,833,pistol,396,113,1203,700
armas (385),1100,733,pistol,6,135,972,589
armas (386),876,493,pistol,193,218,366,444
armas (387),700,500,pistol,6,106,698,406
armas (388),1000,792,pistol,9,67,925,686
armas (389),600,450,pistol,194,194,344,401
armas (390),563,299,pistol,22,18,518,276
armas (391),880,587,pistol,108,155,315,365
armas (392),645,644,pistol,126,508,235,644
armas (393),448,298,pistol,1,41,428,298
armas (394),1023,682,pistol,605,258,709,604
armas (395),1023,681,pistol,98,1,788,280
armas (396),1023,805,pistol,148,181,474,423
armas (397),682,1023,pistol,344,494,614,671
armas (398),682,1023,pistol,401,302,585,558
armas (399),682,1023,pistol,155,358,326,543
armas (400),682,1023,pistol,319,333,621,817
armas (401),1024,438,pistol,433,105,690,278
armas (402),682,1023,pistol,339,5,562,151
armas (403),682,1023,pistol,32,133,355,474
armas (404),682,1023,pistol,83,238,585,748
armas (405),1023,682,pistol,136,62,878,531
armas (406),774,646,pistol,162,192,417,492
armas (407),682,1023,pistol,91,653,401,974
armas (408),1023,683,pistol,328,78,890,597
armas (409),1023,651,pistol,28,15,786,585
armas (410),757,1023,pistol,231,107,711,835
armas (411),1024,590,pistol,440,143,852,450
armas (412),1023,682,pistol,524,246,921,454
armas (413),1023,682,pistol,49,81,982,682
armas (414),681,1023,pistol,134,197,334,592
armas (414),681,1023,pistol,3,212,198,535
armas (415),682,1023,pistol,388,271,534,587
armas (416),801,1024,pistol,271,404,426,465
armas (417),1023,620,pistol,394,185,474,265
armas (418),680,1024,pistol,438,169,633,431
armas (419),450,250,pistol,146,137,210,200
armas (420),1024,678,pistol,433,210,648,371
armas (421),682,1023,pistol,293,443,378,623
armas (422),1023,682,pistol,309,212,509,562
armas (423),1024,1024,pistol,90,144,263,290
armas (424),767,1023,pistol,542,272,682,390
armas (425),1024,1024,pistol,217,256,406,544
armas (425),1024,1024,pistol,117,690,402,879
armas (425),1024,1024,pistol,513,17,837,187
armas (425),1024,1024,pistol,398,710,740,917
armas (425),1024,1024,pistol,83,298,271,613
armas (425),1024,1024,pistol,1,512,206,748
armas (425),1024,1024,pistol,10,263,117,460
armas (425),1024,1024,pistol,502,298,740,537
armas (425),1024,1024,pistol,544,421,890,598
armas (425),1024,1024,pistol,556,848,787,1017
armas (425),1024,1024,pistol,829,17,1021,310
armas (425),1024,1024,pistol,171,52,498,233
armas (425),1024,1024,pistol,410,187,752,321
armas (425),1024,1024,pistol,363,594,713,725
armas (426),774,1023,pistol,197,92,476,348
armas (427),1024,495,pistol,13,53,137,218
armas (427),1024,495,pistol,294,195,352,360
armas (427),1024,495,pistol,387,57,537,195
armas (427),1024,495,pistol,463,137,587,330
armas (427),1024,495,pistol,748,53,867,191
armas (428),1023,682,pistol,474,166,921,458
armas (429),348,449,pistol,116,187,177,239
armas (430),574,1023,pistol,360,385,574,551
armas (431),168,112,pistol,11,20,116,87
armas (432),682,1023,pistol,493,415,573,612
armas (433),449,298,pistol,105,41,345,212
armas (434),682,1023,pistol,137,530,226,643
armas (435),682,1023,pistol,391,610,647,823
armas (436),720,1024,pistol,520,505,682,629
armas (437),705,1023,pistol,64,283,180,378
armas (438),796,1023,pistol,214,367,378,494
armas (439),765,1023,pistol,21,401,295,818
armas (440),1023,682,pistol,255,85,948,558
armas (441),1023,682,pistol,428,77,844,373
armas (442),682,1023,pistol,337,640,503,820
armas (443),1024,567,pistol,10,1,900,567
armas (444),1023,672,pistol,378,134,663,549
armas (445),907,1024,pistol,100,330,786,979
armas (446),1024,757,pistol,529,134,944,480
armas (447),1023,568,pistol,309,162,590,401
armas (448),1023,682,pistol,236,162,863,531
armas (449),1024,1024,pistol,537,552,606,652
armas (450),649,1023,pistol,191,505,342,656
armas (451),1024,766,pistol,75,173,652,665
armas (452),1023,683,pistol,601,139,724,308
armas (453),1023,683,pistol,324,516,390,662
armas (454),1023,683,pistol,124,151,221,316
armas (454),1023,683,pistol,748,154,859,308
armas (455),1023,683,pistol,421,85,624,308
armas (456),1024,678,pistol,129,206,425,452
armas (457),1024,678,pistol,813,179,983,344
armas (458),1023,682,pistol,21,50,982,550
armas (459),682,1023,pistol,178,169,306,415
armas (460),680,1023,pistol,148,692,361,915
armas (461),1023,682,pistol,382,489,563,677
armas (462),683,1023,pistol,258,392,396,458
armas (463),1023,682,pistol,351,139,596,682
armas (464),1023,683,pistol,171,78,498,581
armas (465),678,1024,pistol,132,390,235,579
armas (466),1023,683,pistol,144,247,332,481
armas (467),1023,683,pistol,498,16,586,178
armas (468),1023,682,pistol,286,246,486,562
armas (469),1023,586,pistol,351,106,821,329
armas (470),742,1023,pistol,100,223,322,565
armas (471),769,1023,pistol,65,298,315,607
armas (472),913,1023,pistol,9,209,206,392
armas (473),1023,682,pistol,271,54,413,254
armas (474),682,1023,pistol,239,384,352,579
armas (475),1024,1024,pistol,352,106,952,787
armas (476),846,1023,pistol,566,184,643,290
armas (477),1023,683,pistol,121,1,1021,439
armas (478),470,1024,pistol,2,124,158,333
armas (479),168,111,pistol,14,39,36,73
armas (480),170,170,pistol,89,89,112,113
armas (481),1024,827,pistol,387,319,625,761
armas (482),1024,737,pistol,325,105,775,639
armas (483),1023,716,pistol,428,306,517,586
armas (484),682,1023,pistol,219,261,337,533
armas (485),1023,682,pistol,221,212,428,642
armas (486),1023,682,pistol,101,192,563,573
armas (487),1024,766,pistol,10,1,1008,766
armas (488),450,450,pistol,154,47,407,258
armas (489),450,450,pistol,49,222,219,308
armas (490),1300,956,pistol,777,5,1212,280
armas (491),268,188,pistol,13,23,256,175
armas (492),275,183,pistol,23,35,262,164
armas (493),225,225,pistol,7,50,217,200
armas (494),259,194,pistol,134,74,196,137
armas (495),251,201,pistol,11,24,244,165
armas (496),300,168,pistol,83,23,243,159
armas (497),218,232,pistol,17,28,189,179
armas (498),261,193,pistol,107,32,261,193
armas (499),192,128,pistol,34,21,147,103
armas (500),262,192,pistol,26,10,235,176
armas (501),262,193,pistol,1,1,213,129
armas (502),275,183,pistol,32,45,252,157
armas (503),259,194,pistol,90,78,107,123
armas (504),200,150,pistol,47,3,147,150
